time,eul_z_sensor1,eul_y_sensor1,eul_x_sensor1,gyro_x_sensor1,gyro_y_sensor1,gyro_z_sensor1,linacc_x_sensor1,linacc_y_sensor1,linacc_z_sensor1,quat_w_sensor1,quat_x_sensor1,quat_y_sensor1,quat_z_sensor1,time,eul_z_sensor2,eul_y_sensor2,eul_x_sensor2,gyro_x_sensor2,gyro_y_sensor2,gyro_z_sensor2,linacc_x_sensor2,linacc_y_sensor2,linacc_z_sensor2,quat_w_sensor2,quat_x_sensor2,quat_y_sensor2,quat_z_sensor2,time,eul_z_sensor3,eul_y_sensor3,eul_x_sensor3,gyro_x_sensor3,gyro_y_sensor3,gyro_z_sensor3,linacc_x_sensor3,linacc_y_sensor3,linacc_z_sensor3,quat_w_sensor3,quat_x_sensor3,quat_y_sensor3,quat_z_sensor3,time,eul_z_sensor4,eul_y_sensor4,eul_x_sensor4,gyro_x_sensor4,gyro_y_sensor4,gyro_z_sensor4,linacc_x_sensor4,linacc_y_sensor4,linacc_z_sensor4,quat_w_sensor4,quat_x_sensor4,quat_y_sensor4,quat_z_sensor4
0.02,9.81,88.19,179.87,0.0,0.0,0.0,0.08,0.04,0.1,0.69,0.06,0.72,0.06,0.02,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.01,0.69,0.03,0.72,0.02,0.02,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.02,0.01,0.7,0.18,0.69,0.06,0.02,341.56,68.69,83.87,0.09,0.01,0.02,0.1,0.13,0.14,0.71,0.35,0.6,0.12
0.03,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.03,0.07,0.69,0.06,0.72,0.06,0.03,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.02,0.01,0.69,0.03,0.72,0.02,0.03,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.03,0.0,0.7,0.18,0.69,0.06,0.03,341.69,68.69,83.87,0.08,0.02,0.02,0.13,0.13,0.11,0.71,0.35,0.6,0.11
0.04,9.81,88.19,179.87,0.0,0.0,0.0,0.13,0.05,0.07,0.69,0.06,0.72,0.06,0.04,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,0.04,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.03,0.0,0.7,0.18,0.69,0.06,0.04,341.75,68.69,83.87,0.05,0.04,0.01,0.02,0.12,0.01,0.71,0.35,0.6,0.11
0.05,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.03,0.09,0.69,0.06,0.72,0.06,0.05,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.03,0.02,0.69,0.03,0.72,0.02,0.05,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.04,0.01,0.7,0.18,0.69,0.06,0.05,341.81,68.69,83.94,0.04,0.03,0.01,0.04,0.1,0.0,0.71,0.35,0.6,0.11
0.06,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.06,0.05,0.69,0.06,0.72,0.06,0.06,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.0,0.69,0.03,0.72,0.02,0.06,10.13,80.5,98.19,0.0,0.0,0.0,0.07,0.02,0.0,0.7,0.18,0.69,0.06,0.06,341.88,68.69,83.94,0.04,0.02,0.0,0.04,0.03,0.09,0.71,0.35,0.6,0.11
0.07,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.05,0.1,0.69,0.06,0.72,0.06,0.07,356.25,87.94,179.81,0.0,0.0,0.0,0.28,0.02,0.0,0.69,0.03,0.72,0.02,0.07,10.13,80.5,98.19,0.0,0.0,0.0,0.08,0.03,0.0,0.7,0.18,0.69,0.06,0.07,341.88,68.69,84.0,0.05,0.02,0.0,0.05,0.02,0.01,0.71,0.35,0.6,0.11
0.08,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.05,0.07,0.69,0.06,0.72,0.06,0.08,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.01,0.03,0.69,0.03,0.72,0.02,0.08,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.04,0.0,0.7,0.18,0.69,0.06,0.08,341.94,68.69,83.94,0.06,0.01,0.0,0.03,0.0,0.05,0.71,0.35,0.6,0.11
0.09,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.06,0.07,0.69,0.06,0.72,0.06,0.09,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.0,0.69,0.03,0.72,0.02,0.09,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.02,0.0,0.7,0.18,0.69,0.06,0.09,342.06,68.69,83.87,0.09,0.0,0.0,0.18,0.06,0.01,0.71,0.35,0.6,0.11
0.1,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.03,0.08,0.69,0.06,0.72,0.06,0.1,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.02,0.0,0.69,0.03,0.72,0.02,0.1,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.03,0.03,0.7,0.18,0.69,0.06,0.1,342.13,68.69,83.75,0.1,0.02,0.01,0.2,0.06,0.01,0.71,0.35,0.6,0.11
0.12,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.04,0.1,0.69,0.06,0.72,0.06,0.12,356.25,87.94,179.81,0.0,0.0,0.0,0.32,0.01,0.02,0.69,0.03,0.72,0.02,0.12,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.02,0.0,0.7,0.18,0.69,0.06,0.12,342.25,68.75,83.62,0.05,0.01,0.02,0.09,0.15,0.03,0.71,0.35,0.6,0.11
0.13,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.04,0.08,0.69,0.06,0.72,0.06,0.13,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.01,0.0,0.69,0.03,0.72,0.02,0.13,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.02,0.02,0.7,0.18,0.69,0.06,0.13,342.25,68.75,83.56,0.04,0.0,0.03,0.09,0.09,0.13,0.71,0.35,0.6,0.11
0.14,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.04,0.06,0.69,0.06,0.72,0.06,0.14,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.02,0.01,0.69,0.03,0.72,0.02,0.14,10.13,80.5,98.19,0.0,0.0,0.0,0.07,0.03,0.01,0.7,0.18,0.69,0.06,0.14,342.25,68.81,83.5,0.05,0.01,0.03,0.03,0.01,0.26,0.71,0.35,0.6,0.11
0.16,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.04,0.07,0.69,0.06,0.72,0.06,0.16,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.03,0.01,0.69,0.03,0.72,0.02,0.16,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.05,0.0,0.7,0.18,0.69,0.06,0.16,342.37,68.87,83.06,0.12,0.04,0.02,0.05,0.05,0.03,0.71,0.34,0.6,0.11
0.17,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.05,0.1,0.69,0.06,0.72,0.06,0.17,356.25,87.94,179.81,0.0,0.0,0.0,0.28,0.03,0.02,0.69,0.03,0.72,0.02,0.17,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.01,0.01,0.7,0.18,0.69,0.06,0.17,342.44,68.87,82.81,0.13,0.05,0.02,0.06,0.11,0.1,0.71,0.34,0.6,0.11
0.18,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.06,0.06,0.69,0.06,0.72,0.06,0.18,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,0.18,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.02,0.01,0.7,0.18,0.69,0.06,0.18,342.5,68.87,82.5,0.11,0.06,0.02,0.01,0.14,0.06,0.72,0.34,0.6,0.11
0.2,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.05,0.09,0.69,0.06,0.72,0.06,0.2,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.03,0.0,0.69,0.03,0.72,0.02,0.2,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.02,0.0,0.7,0.18,0.69,0.06,0.2,342.62,68.94,81.87,0.12,0.07,0.04,0.14,0.03,0.0,0.72,0.34,0.6,0.11
0.21,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.06,0.07,0.69,0.06,0.72,0.06,0.21,356.25,87.94,179.81,0.0,0.0,0.0,0.32,0.02,0.0,0.69,0.03,0.72,0.02,0.21,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.01,0.02,0.7,0.18,0.69,0.06,0.21,342.69,69.0,81.56,0.12,0.06,0.04,0.17,0.08,0.01,0.72,0.34,0.6,0.11
0.22,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.05,0.06,0.69,0.06,0.72,0.06,0.22,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.02,0.01,0.69,0.03,0.72,0.02,0.22,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.05,0.03,0.7,0.18,0.69,0.06,0.22,342.69,69.0,81.31,0.09,0.04,0.05,0.06,0.06,0.04,0.72,0.34,0.6,0.11
0.23,9.81,88.19,179.87,0.0,0.01,0.0,0.1,0.05,0.08,0.69,0.06,0.72,0.06,0.23,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.03,0.01,0.69,0.03,0.72,0.02,0.23,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.03,0.0,0.7,0.18,0.69,0.06,0.23,342.69,69.06,81.0,0.09,0.05,0.05,0.04,0.01,0.06,0.72,0.34,0.6,0.11
0.24,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.05,0.1,0.69,0.06,0.72,0.06,0.24,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,0.24,10.13,80.5,98.19,0.0,0.0,0.0,0.03,0.03,0.01,0.7,0.18,0.69,0.06,0.24,342.75,69.12,80.69,0.11,0.06,0.05,0.08,0.01,0.09,0.72,0.34,0.6,0.11
0.25,9.81,88.19,179.87,0.0,0.0,0.0,0.06,0.05,0.1,0.69,0.06,0.72,0.06,0.25,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,0.25,10.13,80.5,98.19,0.0,0.0,0.0,0.03,0.04,0.01,0.7,0.18,0.69,0.06,0.25,342.75,69.12,80.56,0.13,0.06,0.05,0.14,0.04,0.14,0.72,0.33,0.6,0.11
0.26,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.04,0.08,0.69,0.06,0.72,0.06,0.26,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.02,0.0,0.69,0.03,0.72,0.02,0.26,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.03,0.0,0.7,0.18,0.69,0.06,0.26,342.81,69.19,80.25,0.1,0.06,0.05,0.05,0.09,0.05,0.72,0.33,0.6,0.11
0.27,9.81,88.19,179.87,0.0,0.0,0.0,0.08,0.04,0.08,0.69,0.06,0.72,0.06,0.27,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,0.27,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.02,0.01,0.7,0.18,0.69,0.06,0.27,342.81,69.25,80.0,0.05,0.05,0.04,0.06,0.12,0.11,0.72,0.33,0.6,0.11
0.28,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.03,0.08,0.69,0.06,0.72,0.06,0.28,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.01,0.01,0.69,0.03,0.72,0.02,0.28,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.05,0.0,0.7,0.18,0.69,0.06,0.28,342.75,69.25,79.75,0.03,0.05,0.05,0.13,0.03,0.05,0.72,0.33,0.6,0.11
0.3,9.81,88.19,179.87,0.0,0.01,0.0,0.1,0.03,0.09,0.69,0.06,0.72,0.06,0.3,356.25,87.94,179.81,0.0,0.0,0.0,0.27,0.02,0.01,0.69,0.03,0.72,0.02,0.3,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.02,0.0,0.7,0.18,0.69,0.06,0.3,342.69,69.37,79.31,0.04,0.06,0.05,0.11,0.11,0.14,0.72,0.33,0.6,0.11
0.33,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.05,0.07,0.69,0.06,0.72,0.06,0.33,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.01,0.69,0.03,0.72,0.02,0.33,10.13,80.5,98.19,0.0,0.0,0.0,0.07,0.05,0.01,0.7,0.18,0.69,0.06,0.33,342.75,69.44,78.44,0.12,0.08,0.03,0.0,0.08,0.17,0.72,0.33,0.6,0.11
0.34,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.05,0.07,0.69,0.06,0.72,0.06,0.34,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.03,0.01,0.69,0.03,0.72,0.02,0.34,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.03,0.01,0.7,0.18,0.69,0.06,0.34,342.81,69.44,78.06,0.13,0.08,0.02,0.02,0.04,0.18,0.72,0.33,0.6,0.11
0.35,9.81,88.19,179.87,0.0,0.01,0.0,0.07,0.05,0.08,0.69,0.06,0.72,0.06,0.35,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.01,0.69,0.03,0.72,0.02,0.35,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.03,0.03,0.7,0.18,0.69,0.06,0.35,342.87,69.44,77.87,0.07,0.06,0.03,0.02,0.07,0.18,0.72,0.33,0.6,0.11
0.36,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.03,0.08,0.69,0.06,0.72,0.06,0.36,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.03,0.01,0.69,0.03,0.72,0.02,0.36,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.01,0.0,0.7,0.18,0.69,0.06,0.36,342.81,69.5,77.69,0.03,0.06,0.03,0.01,0.09,0.15,0.72,0.33,0.6,0.11
0.37,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.05,0.09,0.69,0.06,0.72,0.06,0.37,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.03,0.69,0.03,0.72,0.02,0.37,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.04,0.01,0.7,0.18,0.69,0.06,0.37,342.81,69.5,77.5,0.04,0.06,0.02,0.06,0.08,0.17,0.73,0.33,0.6,0.11
0.38,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.05,0.07,0.69,0.06,0.72,0.06,0.38,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.03,0.01,0.69,0.03,0.72,0.02,0.38,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.04,0.01,0.7,0.18,0.69,0.06,0.38,342.87,69.44,77.31,0.04,0.05,0.01,0.11,0.12,0.19,0.73,0.33,0.6,0.11
