time,eul_z_sensor1,eul_y_sensor1,eul_x_sensor1,gyro_x_sensor1,gyro_y_sensor1,gyro_z_sensor1,linacc_x_sensor1,linacc_y_sensor1,linacc_z_sensor1,quat_w_sensor1,quat_x_sensor1,quat_y_sensor1,quat_z_sensor1,time,eul_z_sensor2,eul_y_sensor2,eul_x_sensor2,gyro_x_sensor2,gyro_y_sensor2,gyro_z_sensor2,linacc_x_sensor2,linacc_y_sensor2,linacc_z_sensor2,quat_w_sensor2,quat_x_sensor2,quat_y_sensor2,quat_z_sensor2,time,eul_z_sensor3,eul_y_sensor3,eul_x_sensor3,gyro_x_sensor3,gyro_y_sensor3,gyro_z_sensor3,linacc_x_sensor3,linacc_y_sensor3,linacc_z_sensor3,quat_w_sensor3,quat_x_sensor3,quat_y_sensor3,quat_z_sensor3,time,eul_z_sensor4,eul_y_sensor4,eul_x_sensor4,gyro_x_sensor4,gyro_y_sensor4,gyro_z_sensor4,linacc_x_sensor4,linacc_y_sensor4,linacc_z_sensor4,quat_w_sensor4,quat_x_sensor4,quat_y_sensor4,quat_z_sensor4
0.02,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.0,0.02,0.69,0.04,0.72,0.04,0.02,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.01,0.01,0.64,0.26,0.67,0.25,0.02,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.03,0.07,0.48,0.44,0.57,0.5,0.02,15.63,88.56,179.94,0.0,0.0,0.0,0.26,0.03,0.04,0.69,0.1,0.71,0.1
0.03,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.03,0.02,0.69,0.04,0.72,0.04,0.03,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.04,0.03,0.64,0.26,0.67,0.25,0.03,267.19,81.37,102.69,0.0,0.0,0.0,0.07,0.01,0.02,0.48,0.44,0.57,0.5,0.03,15.63,88.56,179.94,0.0,0.0,0.0,0.26,0.02,0.01,0.69,0.1,0.71,0.1
0.04,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.01,0.02,0.69,0.04,0.72,0.04,0.04,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.02,0.03,0.64,0.26,0.67,0.25,0.04,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.04,0.03,0.48,0.44,0.57,0.5,0.04,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.02,0.02,0.69,0.1,0.71,0.1
0.05,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.01,0.01,0.69,0.04,0.72,0.04,0.05,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.01,0.03,0.64,0.26,0.67,0.25,0.05,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.03,0.02,0.48,0.44,0.57,0.5,0.05,15.63,88.56,179.94,0.0,0.0,0.0,0.26,0.03,0.0,0.69,0.1,0.71,0.1
0.06,353.88,87.94,179.94,0.0,0.0,0.0,0.11,0.03,0.02,0.69,0.04,0.72,0.04,0.06,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.04,0.02,0.64,0.26,0.67,0.25,0.06,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.03,0.04,0.48,0.44,0.57,0.5,0.06,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.02,0.02,0.69,0.1,0.71,0.1
0.07,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.01,0.0,0.69,0.04,0.72,0.04,0.07,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.02,0.0,0.64,0.26,0.67,0.25,0.07,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.05,0.05,0.48,0.44,0.57,0.5,0.07,15.63,88.56,179.94,0.0,0.0,0.0,0.29,0.02,0.02,0.69,0.1,0.71,0.1
0.08,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.01,0.01,0.69,0.04,0.72,0.04,0.08,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.03,0.0,0.64,0.26,0.67,0.25,0.08,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.03,0.05,0.48,0.44,0.57,0.5,0.08,15.63,88.56,179.94,0.0,0.0,0.0,0.28,0.02,0.03,0.69,0.1,0.71,0.1
0.1,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.02,0.02,0.69,0.04,0.72,0.04,0.1,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.04,0.0,0.64,0.26,0.67,0.25,0.1,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.02,0.01,0.48,0.44,0.57,0.5,0.1,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.02,0.01,0.69,0.1,0.71,0.1
0.11,353.88,87.94,179.94,0.0,0.0,0.0,0.11,0.02,0.0,0.69,0.04,0.72,0.04,0.11,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.02,0.01,0.64,0.26,0.67,0.25,0.11,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.03,0.08,0.48,0.44,0.57,0.5,0.11,15.63,88.56,179.94,0.0,0.0,0.0,0.28,0.02,0.01,0.69,0.1,0.71,0.1
0.13,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.01,0.0,0.69,0.04,0.72,0.04,0.13,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.03,0.0,0.64,0.26,0.67,0.25,0.13,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.01,0.04,0.48,0.44,0.57,0.5,0.13,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.04,0.01,0.69,0.1,0.71,0.1
0.14,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.0,0.01,0.69,0.04,0.72,0.04,0.14,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.03,0.01,0.64,0.26,0.67,0.25,0.14,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.02,0.03,0.48,0.44,0.57,0.5,0.14,15.63,88.56,179.94,0.0,0.01,0.0,0.27,0.02,0.0,0.69,0.1,0.71,0.1
0.16,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.0,0.01,0.69,0.04,0.72,0.04,0.16,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.02,0.04,0.64,0.26,0.67,0.25,0.16,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.02,0.02,0.48,0.44,0.57,0.5,0.16,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.01,0.02,0.69,0.1,0.71,0.1
0.17,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.02,0.02,0.69,0.04,0.72,0.04,0.17,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.02,0.0,0.64,0.26,0.67,0.25,0.17,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.02,0.05,0.48,0.44,0.57,0.5,0.17,15.63,88.56,179.94,0.0,0.0,0.0,0.28,0.02,0.03,0.69,0.1,0.71,0.1
0.18,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.02,0.01,0.69,0.04,0.72,0.04,0.18,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.01,0.01,0.64,0.26,0.67,0.25,0.18,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.04,0.03,0.48,0.44,0.57,0.5,0.18,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.03,0.02,0.69,0.1,0.71,0.1
0.19,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.02,0.02,0.69,0.04,0.72,0.04,0.19,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.02,0.0,0.64,0.26,0.67,0.25,0.19,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.03,0.02,0.48,0.44,0.57,0.5,0.19,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.05,0.0,0.69,0.1,0.71,0.1
0.2,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.02,0.0,0.69,0.04,0.72,0.04,0.2,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.02,0.02,0.64,0.26,0.67,0.25,0.2,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.01,0.04,0.48,0.44,0.57,0.5,0.2,15.63,88.56,179.94,0.0,0.0,0.0,0.28,0.03,0.05,0.69,0.1,0.71,0.1
0.21,353.88,87.94,179.94,0.0,0.0,0.0,0.06,0.01,0.0,0.69,0.04,0.72,0.04,0.21,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.03,0.0,0.64,0.26,0.67,0.25,0.21,267.19,81.37,102.69,0.0,0.0,0.0,0.03,0.03,0.04,0.48,0.44,0.57,0.5,0.21,15.63,88.56,179.94,0.0,0.0,0.0,0.28,0.05,0.02,0.69,0.1,0.71,0.1
0.27,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.04,0.0,0.69,0.04,0.72,0.04,0.27,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.02,0.03,0.64,0.26,0.67,0.25,0.27,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.03,0.03,0.48,0.44,0.57,0.5,0.27,15.63,88.56,179.94,0.0,0.0,0.0,0.28,0.03,0.02,0.69,0.1,0.71,0.1
0.29,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.02,0.0,0.69,0.04,0.72,0.04,0.29,316.81,87.62,179.75,0.0,0.0,0.0,0.31,0.02,0.01,0.64,0.26,0.67,0.25,0.29,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.04,0.05,0.48,0.44,0.57,0.5,0.29,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.04,0.02,0.69,0.1,0.71,0.1
0.3,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.02,0.03,0.69,0.04,0.72,0.04,0.3,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.02,0.0,0.64,0.26,0.67,0.25,0.3,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.05,0.04,0.48,0.44,0.57,0.5,0.3,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.05,0.02,0.69,0.1,0.71,0.1
0.32,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.01,0.01,0.69,0.04,0.72,0.04,0.32,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.03,0.01,0.64,0.26,0.67,0.25,0.32,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.01,0.07,0.48,0.44,0.57,0.5,0.32,15.63,88.56,179.94,0.0,0.0,0.0,0.27,0.02,0.0,0.69,0.1,0.71,0.1
0.34,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.02,0.0,0.69,0.04,0.72,0.04,0.34,316.81,87.62,179.75,0.0,0.0,0.0,0.31,0.03,0.01,0.64,0.26,0.67,0.25,0.34,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.03,0.05,0.48,0.44,0.57,0.5,0.34,15.63,88.56,179.94,0.0,0.0,0.0,0.26,0.01,0.03,0.69,0.1,0.71,0.1
0.37,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.01,0.0,0.69,0.04,0.72,0.04,0.37,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.01,0.01,0.64,0.26,0.67,0.25,0.37,267.19,81.37,102.69,0.0,0.01,0.0,0.04,0.02,0.06,0.48,0.44,0.57,0.5,0.37,15.63,88.56,179.94,0.0,0.0,0.0,0.28,0.01,0.02,0.69,0.1,0.71,0.1
0.38,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.02,0.01,0.69,0.04,0.72,0.04,0.38,316.81,87.62,179.75,0.0,0.0,0.0,0.32,0.03,0.01,0.64,0.26,0.67,0.25,0.38,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.02,0.02,0.48,0.44,0.57,0.5,0.38,15.63,88.56,179.94,0.0,0.0,0.0,0.26,0.02,0.05,0.69,0.1,0.71,0.1
0.39,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.03,0.01,0.69,0.04,0.72,0.04,0.39,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.02,0.04,0.64,0.26,0.67,0.25,0.39,267.19,81.37,102.69,0.0,0.0,0.0,0.07,0.05,0.05,0.48,0.44,0.57,0.5,0.39,15.63,88.56,179.94,0.0,0.0,0.0,0.29,0.04,0.03,0.69,0.1,0.71,0.1
0.41,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.01,0.02,0.69,0.04,0.72,0.04,0.41,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.02,0.0,0.64,0.26,0.67,0.25,0.41,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.02,0.05,0.48,0.44,0.57,0.5,0.41,15.63,88.56,179.94,0.0,0.0,0.0,0.29,0.06,0.04,0.69,0.1,0.71,0.1
0.42,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.01,0.02,0.69,0.04,0.72,0.04,0.42,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.03,0.0,0.64,0.26,0.67,0.25,0.42,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.03,0.03,0.48,0.44,0.57,0.5,0.42,15.63,88.56,179.94,0.0,0.0,0.0,0.23,0.0,0.04,0.69,0.1,0.71,0.1
0.44,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.01,0.01,0.69,0.04,0.72,0.04,0.44,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.02,0.02,0.64,0.26,0.67,0.25,0.44,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.01,0.06,0.48,0.44,0.57,0.5,0.44,15.69,88.56,179.94,0.0,0.0,0.03,0.32,0.04,0.02,0.69,0.1,0.71,0.1
0.45,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.01,0.02,0.69,0.04,0.72,0.04,0.45,316.81,87.62,179.75,0.0,0.0,0.0,0.31,0.02,0.0,0.64,0.26,0.67,0.25,0.45,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.06,0.04,0.48,0.44,0.57,0.5,0.45,15.69,88.56,179.94,0.0,0.01,0.02,0.12,0.04,0.17,0.69,0.1,0.71,0.1
0.47,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.01,0.0,0.69,0.04,0.72,0.04,0.47,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.02,0.0,0.64,0.26,0.67,0.25,0.47,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.03,0.02,0.48,0.44,0.57,0.5,0.47,15.75,88.62,179.94,0.0,0.06,0.0,0.39,0.95,2.06,0.69,0.1,0.71,0.1
0.48,353.88,87.94,179.94,0.0,0.0,0.0,0.11,0.02,0.03,0.69,0.04,0.72,0.04,0.48,316.81,87.62,179.75,0.0,0.0,0.0,0.31,0.02,0.0,0.64,0.26,0.67,0.25,0.48,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.03,0.06,0.48,0.44,0.57,0.5,0.48,15.44,88.69,179.94,0.33,0.12,0.0,0.32,0.04,0.28,0.69,0.1,0.71,0.09
0.49,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.02,0.01,0.69,0.04,0.72,0.04,0.49,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.02,0.0,0.64,0.26,0.67,0.25,0.49,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.02,0.06,0.48,0.44,0.57,0.5,0.49,15.19,88.56,179.94,0.12,0.11,0.01,0.25,0.03,0.02,0.69,0.1,0.71,0.09
0.5,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.03,0.02,0.69,0.04,0.72,0.04,0.5,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.01,0.02,0.64,0.26,0.67,0.25,0.5,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.02,0.07,0.48,0.44,0.57,0.5,0.5,15.19,88.69,179.94,0.01,0.13,0.0,0.31,0.01,0.01,0.69,0.1,0.71,0.09
0.51,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.02,0.0,0.69,0.04,0.72,0.04,0.51,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.02,0.0,0.64,0.26,0.67,0.25,0.51,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.01,0.04,0.48,0.44,0.57,0.5,0.51,15.19,88.81,179.94,0.0,0.1,0.0,0.22,0.02,0.07,0.69,0.1,0.71,0.09
0.54,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.01,0.02,0.69,0.04,0.72,0.04,0.54,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.04,0.0,0.64,0.26,0.67,0.25,0.54,267.19,81.37,102.69,0.0,0.0,0.0,0.08,0.05,0.03,0.48,0.44,0.57,0.5,0.54,15.19,89.81,179.94,0.01,0.27,0.01,0.3,0.02,0.0,0.7,0.09,0.7,0.09
0.56,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.01,0.01,0.69,0.04,0.72,0.04,0.56,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.01,0.0,0.64,0.26,0.67,0.25,0.56,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.0,0.03,0.48,0.44,0.57,0.5,0.56,15.19,89.62,0.0,0.01,0.24,0.0,0.28,0.01,0.03,0.7,0.09,0.7,0.09
0.57,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.03,0.02,0.69,0.04,0.72,0.04,0.57,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.02,0.01,0.64,0.26,0.67,0.25,0.57,267.19,81.37,102.69,0.0,0.0,0.0,0.07,0.0,0.02,0.48,0.44,0.57,0.5,0.57,15.19,89.31,0.0,0.0,0.3,0.01,0.26,0.06,0.07,0.7,0.09,0.7,0.09
0.58,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.03,0.03,0.69,0.04,0.72,0.04,0.58,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.03,0.0,0.64,0.26,0.67,0.25,0.58,267.19,81.37,102.69,0.0,0.0,0.0,0.07,0.04,0.04,0.48,0.44,0.57,0.5,0.58,15.19,88.94,0.0,0.0,0.33,0.01,0.29,0.02,0.07,0.71,0.09,0.69,0.09
0.59,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.01,0.01,0.69,0.04,0.72,0.04,0.59,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.02,0.01,0.64,0.26,0.67,0.25,0.59,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.04,0.04,0.48,0.44,0.57,0.5,0.59,15.19,88.56,0.0,0.03,0.39,0.01,0.29,0.06,0.06,0.71,0.09,0.69,0.09
0.61,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.03,0.02,0.69,0.04,0.72,0.04,0.61,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.02,0.0,0.64,0.26,0.67,0.25,0.61,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.04,0.03,0.48,0.44,0.57,0.5,0.61,15.13,87.56,0.0,0.01,0.47,0.01,0.3,0.03,0.01,0.72,0.09,0.69,0.1
0.63,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.01,0.02,0.69,0.04,0.72,0.04,0.63,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.03,0.0,0.64,0.26,0.67,0.25,0.63,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.02,0.05,0.48,0.44,0.57,0.5,0.63,15.13,85.81,0.0,0.01,0.54,0.01,0.27,0.03,0.0,0.73,0.09,0.68,0.1
0.65,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.05,0.01,0.69,0.04,0.72,0.04,0.65,316.81,87.62,179.75,0.0,0.0,0.0,0.31,0.02,0.03,0.64,0.26,0.67,0.25,0.65,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.02,0.0,0.48,0.44,0.57,0.5,0.65,15.13,84.87,0.0,0.06,0.63,0.0,0.33,0.08,0.02,0.73,0.09,0.67,0.1
0.66,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.03,0.03,0.69,0.04,0.72,0.04,0.66,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.02,0.0,0.64,0.26,0.67,0.25,0.66,267.19,81.37,102.69,0.0,0.0,0.0,0.03,0.04,0.06,0.48,0.44,0.57,0.5,0.66,15.06,84.13,0.0,0.01,0.67,0.02,0.31,0.19,0.34,0.74,0.09,0.66,0.1
0.67,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.02,0.02,0.69,0.04,0.72,0.04,0.67,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.01,0.01,0.64,0.26,0.67,0.25,0.67,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.01,0.04,0.48,0.44,0.57,0.5,0.67,15.13,83.44,0.0,0.04,0.7,0.01,0.36,0.06,0.11,0.74,0.09,0.66,0.1
0.68,353.88,87.94,179.94,0.0,0.01,0.0,0.1,0.01,0.01,0.69,0.04,0.72,0.04,0.68,316.81,87.62,179.75,0.0,0.0,0.0,0.32,0.02,0.02,0.64,0.26,0.67,0.25,0.68,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.04,0.03,0.48,0.44,0.57,0.5,0.68,15.06,82.62,0.0,0.04,0.73,0.0,0.34,0.06,0.07,0.74,0.09,0.65,0.1
0.7,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.02,0.0,0.69,0.04,0.72,0.04,0.7,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.03,0.0,0.64,0.26,0.67,0.25,0.7,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.03,0.03,0.48,0.44,0.57,0.5,0.7,14.94,81.0,0.13,0.09,0.72,0.01,0.35,0.07,0.0,0.75,0.08,0.64,0.1
0.71,353.88,87.94,179.94,0.0,0.0,0.0,0.11,0.01,0.02,0.69,0.04,0.72,0.04,0.71,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.02,0.07,0.64,0.26,0.67,0.25,0.71,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.02,0.04,0.48,0.44,0.57,0.5,0.71,14.87,80.19,0.19,0.04,0.77,0.01,0.34,0.08,0.03,0.76,0.08,0.64,0.1
0.74,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.05,0.04,0.69,0.04,0.72,0.04,0.74,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.01,0.01,0.64,0.26,0.67,0.25,0.74,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.02,0.03,0.48,0.44,0.57,0.5,0.74,14.87,76.69,0.25,0.02,0.79,0.02,0.37,0.04,0.07,0.78,0.08,0.62,0.1
0.75,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.0,0.0,0.69,0.04,0.72,0.04,0.75,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.02,0.03,0.64,0.26,0.67,0.25,0.75,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.01,0.03,0.48,0.44,0.57,0.5,0.75,14.94,75.75,0.31,0.01,0.81,0.02,0.42,0.03,0.04,0.78,0.08,0.61,0.1
0.76,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.03,0.02,0.69,0.04,0.72,0.04,0.76,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.03,0.01,0.64,0.26,0.67,0.25,0.76,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.04,0.04,0.48,0.44,0.57,0.5,0.76,14.94,74.87,0.31,0.0,0.81,0.01,0.38,0.01,0.08,0.79,0.08,0.6,0.1
